Facility Name,Address,City/Town,State,ZIP Code,County/Parish,Telephone Number,Hospital Type,Hospital Ownership,Emergency Services,Promotes Interoperability of EHRs,Birthing Friendly Facility,Hospital Overall Rating,Count of Facility MORT Measures,MORT Measures Better,MORT Measures Worse,Count of Facility Safety Measures,Safety Measures Better,Safety Measures Worse,Count of Facility READM Measures,READM Measures Better,READM Measures Worse,Facility ID,MORT-30-AMI Benchmark,MORT-30-AMI Performance Rate,MORT-30-HF Benchmark,MORT-30-HF Performance Rate,MORT-30-PN Benchmark,MORT-30-PN Performance Rate,MORT-30-COPD Benchmark,MORT-30-COPD Performance Rate,AMI Normative Performance Index,HF Normative Performance Index,PN Normative Performance Index,COPD Normative Performance Index,AMI Performance Comparison,HF Performance Comparison,PN Performance Comparison,COPD Performance Comparison
MT SINAI HOSPITAL MEDICAL CENTER,1500 S FAIRFIELD AVE,CHICAGO,IL,60608,COOK,(773) 542-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,1,6.0,0.0,0.0,6.0,0.0,2.0,8.0,0.0,1.0,140018,0.887868,0.8619099855422974,0.907733,0.8935390114784241,0.872976,0.8230199813842773,0.934002,0.9068139791488647,0.9707636557937637,0.9843632560217862,0.9427750377837161,0.9708908322989295,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
ADVOCATE SHERMAN HOSPITAL,1425 NORTH RANDALL ROAD,ELGIN,IL,60123,KANE,(847) 742-9800,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,7.0,0.0,0.0,8.0,0.0,0.0,11.0,0.0,1.0,140030,0.887868,0.8664990067481995,0.907733,0.8939939737319946,0.872976,0.842697024345398,0.934002,0.9242979884147644,0.975932240770249,0.9848644631538069,0.965315225556485,0.9896102882164753,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
ST ANTHONYS MEMORIAL HOSPITAL,503 N MAPLE STREET,EFFINGHAM,IL,62401,EFFINGHAM,(217) 342-2121,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Y,3,5.0,0.0,0.0,5.0,1.0,0.0,8.0,0.0,2.0,140032,0.887868,0.8643079996109009,0.907733,0.8587020039558411,0.872976,0.8030070066452026,0.934002,0.9132620096206665,0.9734645235675808,0.9459852224782409,0.9198500378535065,0.9777944903979504,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,400 NORTH PLEASANT AVENUE,CENTRALIA,IL,62801,MARION,(618) 436-8000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,N,3,5.0,1.0,0.0,2.0,1.0,0.0,6.0,0.0,0.0,140034,0.887868,0.8742327837351045,0.907733,0.8707849979400635,0.872976,0.7993329763412476,0.934002,0.9151909947395325,0.984642743893354,0.9592963987649049,0.9156414109222334,0.9798597805353013,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
CGH MEDICAL CENTER,100 EAST LEFEVRE ROAD,STERLING,IL,61081,WHITESIDE,(815) 625-0400,Acute Care Hospitals,Government - Local,Yes,N,Y,2,5.0,0.0,1.0,5.0,0.0,1.0,10.0,0.0,0.0,140043,0.887868,0.875944972038269,0.907733,0.8480259776115417,0.872976,0.7505339980125427,0.934002,0.8727949857711792,0.9865711705324092,0.9342240258000334,0.8597418462965107,0.9344680051768403,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
GOOD SAMARITAN REGIONAL HLTH CENTER,1 GOOD SAMARITAN WAY,MOUNT VERNON,IL,62864,JEFFERSON,(618) 899-1469,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,6.0,0.0,0.0,7.0,1.0,0.0,10.0,0.0,1.0,140046,0.887868,0.8766639828681946,0.907733,0.8838130235671997,0.872976,0.7998340129852295,0.934002,0.8815720081329346,0.9873809877911971,0.9736486649347327,0.9162153518369687,0.9438652252703256,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
ADVOCATE TRINITY HOSPITAL,2320 E 93RD ST,CHICAGO,IL,60617,COOK,(773) 967-5002,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Y,2,6.0,0.0,0.0,7.0,1.0,0.0,9.0,0.0,3.0,140048,0.887868,0.8884590268135071,0.907733,0.915103018283844,0.872976,0.8319720029830933,0.934002,0.9048370122909546,1.0006656696868308,1.0081191476831226,0.9530296399707361,0.9687741699599729,Outperforms Peers,Outperforms Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
OSF SAINT ANTHONY'S HEALTH CENTER,ST ANTHONY'S WAY,ALTON,IL,62002,MADISON,(618) 465-2571,Acute Care Hospitals,Voluntary non-profit - Church,No,Y,N,1,5.0,0.0,0.0,5.0,0.0,2.0,10.0,0.0,0.0,140052,0.887868,0.8754569888114929,0.907733,0.8732540011405945,0.872976,0.7982990145683289,0.934002,0.8833400011062622,0.9860215581724906,0.9620163650992026,0.9144570006143684,0.9457581473125991,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
ST JOHNS HOSPITAL,800 E CARPENTER ST,SPRINGFIELD,IL,62769,SANGAMON,(217) 544-6464,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Y,3,7.0,0.0,0.0,8.0,3.0,1.0,11.0,0.0,1.0,140053,0.887868,0.8837820291519165,0.907733,0.883014976978302,0.872976,0.7988470196723938,0.934002,0.8850020170211792,0.9953979973959153,0.9727695004789977,0.9150847442225145,0.9475376037965435,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
MACNEAL  HOSPITAL,3249 SOUTH OAK PARK AVENUE,BERWYN,IL,60402,COOK,(708) 783-9100,Acute Care Hospitals,Proprietary,Yes,Y,Y,3,6.0,0.0,0.0,7.0,1.0,0.0,10.0,0.0,0.0,140054,0.887868,0.867792010307312,0.907733,0.8859829902648926,0.872976,0.811797022819519,0.934002,0.9081270098686218,0.9773885423365996,0.9760391990429923,0.9299190617147769,0.9722966437637413,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
JERSEY COMMUNITY HOSPITAL,400 MAPLE SUMMIT ROAD,JERSEYVILLE,IL,62052,JERSEY,(618) 498-6402,Acute Care Hospitals,Government - Local,Yes,Y,N,2,3.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,1.0,140059,0.887868,0.8742327837351045,0.907733,0.8711109757423401,0.872976,0.7768309712409973,0.934002,0.8819500207901001,0.984642743893354,0.9596555107529858,0.8898652096288986,0.9442699488760197,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
PALOS COMMUNITY HOSPITAL,12251 SOUTH 80TH AVENUE,PALOS HEIGHTS,IL,60463,COOK,(708) 923-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,N,Y,3,7.0,1.0,0.0,8.0,2.0,0.0,11.0,0.0,3.0,140062,0.887868,0.884365975856781,0.907733,0.8850560188293457,0.872976,0.8269410133361816,0.934002,0.9329869747161865,0.9960556928020619,0.9750180051065078,0.947266606798104,0.9989132514878839,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
RUSH OAK PARK HOSPITAL,520 S MAPLE AVE,OAK PARK,IL,60304,COOK,(708) 383-9300,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,N,5,5.0,1.0,0.0,5.0,1.0,0.0,9.0,0.0,0.0,140063,0.887868,0.8703619837760925,0.907733,0.8967339992523193,0.872976,0.864512026309967,0.934002,0.9065579771995544,0.9802830868733782,0.9878830000146732,0.9903044600423918,0.9706167408630328,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
ST MARY MEDICAL CENTER,3333 NORTH SEMINARY,GALESBURG,IL,61401,KNOX,(309) 344-3161,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Y,2,5.0,0.0,0.0,5.0,0.0,1.0,7.0,0.0,0.0,140064,0.887868,0.8719789981842041,0.907733,0.8818299770355225,0.872976,0.8034449815750122,0.934002,0.8971109986305237,0.9821043197684838,0.9714640505914431,0.9203517411418094,0.9605022244390522,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
ADVENTIST LA GRANGE MEMORIAL HOSPITAL,5101 S WILLOW SPRINGS RD,LA GRANGE,IL,60525,COOK,(708) 352-1200,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,N,5,7.0,0.0,0.0,7.0,0.0,0.0,9.0,0.0,0.0,140065,0.887868,0.89581298828125,0.907733,0.8929749727249146,0.872976,0.8189749717712402,0.934002,0.9079160094261169,1.00894838904122,0.983741885251406,0.9381414515075331,0.9720707337094748,Outperforms Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
SAINT FRANCIS MEDICAL CENTER,530 NE GLEN OAK AVE,PEORIA,IL,61637,PEORIA,(309) 655-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,2,7.0,0.0,2.0,8.0,1.0,0.0,11.0,0.0,4.0,140067,0.887868,0.887798011302948,0.907733,0.8431410193443298,0.872976,0.7883070111274719,0.934002,0.8965510129928589,0.9999211721820677,0.9288425333708589,0.9030110920889829,0.9599026693656533,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
PRESENCE SAINT FRANCIS HOSPITAL,355 RIDGE AVE,EVANSTON,IL,60202,COOK,(847) 316-4000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,N,N,2,6.0,0.0,0.0,6.0,1.0,0.0,10.0,0.0,2.0,140080,0.887868,0.86490797996521,0.907733,0.8788319826126099,0.872976,0.8113999962806702,0.934002,0.9159640073776245,0.9741402775696499,0.9681613234426972,0.9294642650893841,0.9806874154205499,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
LOUIS A WEISS MEMORIAL HOSPITAL,4646 N MARINE DRIVE,CHICAGO,IL,60640,COOK,(773) 878-8700,Acute Care Hospitals,Proprietary,Yes,Y,N,1,6.0,0.0,0.0,6.0,1.0,0.0,10.0,0.0,2.0,140082,0.887868,0.8832070231437683,0.907733,0.8954619765281677,0.872976,0.8217859864234924,0.934002,0.9053590297698975,0.9947503718387962,0.9864816818691925,0.9413614880861472,0.9693330739868838,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
VISTA MEDICAL CENTER EAST,1324 NORTH SHERIDAN ROAD,WAUKEGAN,IL,60085,LAKE,(847) 360-3000,Acute Care Hospitals,Proprietary,Yes,Y,Y,1,5.0,0.0,0.0,7.0,1.0,0.0,8.0,0.0,2.0,140084,0.887868,0.8797590136528015,0.907733,0.8821399807929993,0.872976,0.8035420179367065,0.934002,0.8958849906921387,0.9908669009951947,0.9718055648445074,0.9204628969601759,0.9591895849175255,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,5841 SOUTH MARYLAND,CHICAGO,IL,60637,COOK,(773) 702-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,7.0,0.0,0.0,8.0,4.0,0.0,11.0,1.0,4.0,140088,0.887868,0.8895599842071533,0.907733,0.9134560227394104,0.872976,0.8401880264282227,0.934002,0.9150490164756775,1.0019056708960716,1.0063047424070848,0.9624411512209072,0.9797077698716679,Outperforms Peers,Outperforms Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
CARLE FOUNDATION HOSPITAL,611 WEST PARK STREET,URBANA,IL,61801,CHAMPAIGN,(888) 712-2753,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,2,7.0,0.0,0.0,7.0,2.0,0.0,11.0,2.0,2.0,140091,0.887868,0.8773519992828369,0.907733,0.8813940286636353,0.872976,0.820779025554657,0.934002,0.9135900139808655,0.9881558962400232,0.9709837900171474,0.9402080074992405,0.9781456720444555,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
OSF SACRED HEART MEDICAL CENTER,812 N LOGAN AVE,DANVILLE,IL,61832,VERMILION,(217) 443-5000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Y,1,5.0,0.0,0.0,6.0,0.0,0.0,9.0,0.0,2.0,140093,0.887868,0.8890050053596497,0.907733,0.8781390190124512,0.872976,0.79134202003479,0.934002,0.8952400088310242,1.001280601800774,0.9673979231915675,0.906487715624244,0.9584990276584249,Outperforms Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
SAINT ANTHONY HOSPITAL,2875 WEST 19TH STREET,CHICAGO,IL,60623,COOK,(773) 521-1710,Acute Care Hospitals,Voluntary non-profit - Private,Yes,N,Y,2,2.0,0.0,0.0,5.0,1.0,0.0,4.0,0.0,0.0,140095,0.887868,0.8742327837351045,0.907733,0.8832520246505737,0.872976,0.8143797528194916,0.934002,0.9048931558588238,0.984642743893354,0.9730306429870609,0.9328775966572869,0.9688342807176257,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
"MIDWESTERN REGION MED CENTER, INC",2520 ELISHA AVENUE,ZION,IL,60099,LAKE,(847) 872-4561,Acute Care Hospitals,Proprietary,Yes,Y,N,5,5.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,140100,0.887868,0.8742327837351045,0.907733,0.8794762468776209,0.872976,0.8143797528194916,0.934002,0.9048931558588238,0.984642743893354,0.9688710742890486,0.9328775966572869,0.9688342807176257,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
MORRIS HOSPITAL & HEALTHCARE CENTERS,150 W HIGH ST,MORRIS,IL,60450,GRUNDY,(815) 942-2932,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,5.0,0.0,1.0,5.0,0.0,0.0,8.0,0.0,1.0,140101,0.887868,0.8807349801063538,0.907733,0.8705450296401978,0.872976,0.763077974319458,0.934002,0.8798589706420898,0.9919661257150317,0.9590320387605141,0.8741110572563943,0.9420311419484003,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
ST BERNARD HOSPITAL,326 W 64TH ST,CHICAGO,IL,60621,COOK,(773) 962-3900,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,N,1,3.0,0.0,0.0,5.0,1.0,1.0,4.0,0.0,1.0,140103,0.887868,0.8742327837351045,0.907733,0.8738390207290649,0.872976,0.8105930089950562,0.934002,0.9135379791259766,0.984642743893354,0.9626608493125897,0.9285398556146517,0.978089960327683,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
OSF HEART OF MARY MEDICAL CENTER,1400 WEST PARK AVENUE,URBANA,IL,61801,CHAMPAIGN,(217) 337-2000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Y,3,6.0,0.0,0.0,5.0,0.0,0.0,9.0,0.0,0.0,140113,0.887868,0.865971028804779,0.907733,0.8678479790687561,0.872976,0.8200139999389648,0.934002,0.8964890241622925,0.9753375826190144,0.9560608450598976,0.9393316654054233,0.9598363003101625,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
AMITA HEALTH RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVENUE,CHICAGO,IL,60631,COOK,(773) 774-8000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,N,Y,4,7.0,0.0,0.0,7.0,1.0,0.0,9.0,0.0,2.0,140117,0.887868,0.8770719766616821,0.907733,0.9026439785957336,0.872976,0.8236079812049866,0.934002,0.9195420145988464,0.9878405085684833,0.994393702328475,0.9434485956142971,0.984518250066752,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
RUSH UNIVERSITY MEDICAL CENTER,1653 WEST CONGRESS PARKWAY,CHICAGO,IL,60612,COOK,(312) 942-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,5,7.0,4.0,0.0,8.0,4.0,0.0,11.0,0.0,2.0,140119,0.887868,0.8855869770050049,0.907733,0.9358559846878052,0.872976,0.8791540265083313,0.934002,0.9288039803504944,0.9974308985175779,1.0309815603132255,1.0070769717705084,0.9944346803866527,Meets or Falls Below Peers,Outperforms Peers,Outperforms Peers,Meets or Falls Below Peers
PEKIN MEMORIAL HOSPITAL,600 SOUTH 13TH STREET,PEKIN,IL,61554,TAZEWELL,(309) 347-1151,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,N,2,5.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,1.0,140120,0.887868,0.8561109900474548,0.907733,0.8749619722366333,0.872976,0.8147209882736206,0.934002,0.916808009147644,0.9642322845822294,0.963897943818979,0.9332684842121899,0.9815910556376154,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
JOHN H STROGER JR HOSPITAL,1901 W HARRISON ST,CHICAGO,IL,60612,COOK,(312) 864-6000,Acute Care Hospitals,Government - Local,Yes,Y,Y,3,5.0,0.0,0.0,7.0,3.0,0.0,8.0,0.0,1.0,140124,0.887868,0.8790159821510315,0.907733,0.9043530225753784,0.872976,0.8393189907073975,0.934002,0.9093539714813232,0.9900300294086863,0.996276462985678,0.9614456648377475,0.9736103043476602,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
GATEWAY REGIONAL MEDICAL CENTER,2100 MADISON AVENUE,GRANITE CITY,IL,62040,MADISON,(618) 798-3000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,N,2,4.0,0.0,0.0,5.0,1.0,0.0,7.0,0.0,0.0,140125,0.887868,0.8742327837351045,0.907733,0.8727830052375793,0.872976,0.7532380223274231,0.934002,0.8901649713516235,0.984642743893354,0.9614974945689749,0.8628393247092968,0.953065380322123,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
NORTHWESTERN LAKE FOREST HOSPITAL,1000 N WESTMORELAND ROAD,LAKE FOREST,IL,60045,LAKE,(847) 234-5600,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Y,5,6.0,2.0,0.0,8.0,0.0,0.0,10.0,1.0,1.0,140130,0.887868,0.8772150278091431,0.907733,0.9196569919586182,0.872976,0.8701720237731934,0.934002,0.9229949712753296,0.9880016261529226,1.013136012416226,0.9967880259860448,0.9882151979067814,Meets or Falls Below Peers,Outperforms Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
DECATUR MEMORIAL HOSPITAL,2300 NORTH EDWARD STREET,DECATUR,IL,62526,MACON,(217) 876-8121,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Y,3,6.0,0.0,1.0,7.0,1.0,0.0,10.0,0.0,2.0,140135,0.887868,0.8703889846801758,0.907733,0.8789989948272705,0.872976,0.7952449917793274,0.934002,0.903128981590271,0.9803134978174411,0.9683453117020869,0.9109585965471301,0.9669454472156066,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
CARLE RICHLAND MEMORIAL HOSPITAL,501 S WEST ST,OLNEY,IL,62450,RICHLAND,(618) 395-2131,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,3.0,0.0,0.0,2.0,1.0,0.0,6.0,1.0,1.0,140147,0.887868,0.8742327837351045,0.907733,0.8823540210723877,0.872976,0.8183509707450867,0.934002,0.8816879987716675,0.984642743893354,0.9720413613610915,0.9374266540490078,0.9439894119837725,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
MEMORIAL MEDICAL CENTER,701 N FIRST ST,SPRINGFIELD,IL,62702,SANGAMON,(217) 788-3000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,2,7.0,1.0,1.0,8.0,1.0,1.0,11.0,0.0,2.0,140148,0.887868,0.8670719861984253,0.907733,0.8646630048751831,0.872976,0.8016909956932068,0.934002,0.9184920191764832,0.9765775838282552,0.9525521324829912,0.9183425382750577,0.983394060372979,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
UNIVERSITY OF ILLINOIS HOSPITAL AND CLINICS,1740 WEST TAYLOR ST SUITE 1400,CHICAGO,IL,60612,COOK,(312) 996-3900,Acute Care Hospitals,Government - State,Yes,Y,Y,2,6.0,0.0,0.0,8.0,0.0,2.0,10.0,0.0,4.0,140150,0.887868,0.8813859820365906,0.907733,0.9057279825210571,0.872976,0.8420739769935608,0.934002,0.9114919900894165,0.9926993449888841,0.997791181460911,0.964601520538435,0.9758993985980935,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
PRESENCE ST MARYS HOSPITAL,500 W COURT ST,KANKAKEE,IL,60901,KANKAKEE,(815) 937-2490,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Y,4,5.0,0.0,0.0,5.0,1.0,0.0,10.0,0.0,0.0,140155,0.887868,0.8732479810714722,0.907733,0.8708369731903076,0.872976,0.8047450184822083,0.934002,0.898868978023529,0.9835335670071139,0.9593536570668992,0.9218409423422961,0.9623844253262082,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
INSIGHT HOSPITAL AND MEDICAL CENTER CHICAGO,2525 S MICHIGAN AVE,CHICAGO,IL,60616,COOK,(312) 567-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,N,N,2,5.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,2.0,140158,0.887868,0.8742327837351045,0.907733,0.8817949891090393,0.872976,0.8150240182876587,0.934002,0.909841001033783,0.984642743893354,0.9714255062987016,0.9336156071732312,0.9741317481480585,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
FHN MEMORIAL HOSPITAL,1045 WEST STEPHENSON STREET,FREEPORT,IL,61032,STEPHENSON,(815) 599-6000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Y,4,5.0,0.0,0.0,7.0,1.0,0.0,10.0,0.0,1.0,140160,0.887868,0.8566700220108032,0.907733,0.8661190271377563,0.872976,0.8220999836921692,0.934002,0.8998770117759705,0.9648619186757528,0.9541561528971144,0.9417211741126551,0.9634636882747258,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
SAINT JAMES HOSPITAL,2500 WEST REYNOLDS STREET,PONTIAC,IL,61764,LIVINGSTON,(815) 842-2828,Acute Care Hospitals,Voluntary non-profit - Church,No,Y,Y,2,4.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,140161,0.887868,0.8742327837351045,0.907733,0.8684499859809875,0.872976,0.8005080223083496,0.934002,0.9017030000686646,0.984642743893354,0.9567240432825375,0.9169874341429199,0.965418703673723,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
MEMORIAL HOSPITAL OF CARBONDALE,405 W JACKSON,CARBONDALE,IL,62901,JACKSON,(618) 549-0721,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,7.0,0.0,0.0,7.0,0.0,0.0,11.0,0.0,2.0,140164,0.887868,0.8636320233345032,0.907733,0.855355978012085,0.872976,0.7988240122795105,0.934002,0.9075239896774292,0.9727031758487784,0.9422990879609807,0.9150583890960468,0.9716510132498958,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
ST MARYS HOSPITAL,1800 E LAKE SHORE DR,DECATUR,IL,62521,MACON,(217) 464-2966,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,2,6.0,0.0,0.0,7.0,2.0,1.0,10.0,1.0,2.0,140166,0.887868,0.8657529950141907,0.907733,0.8825219869613647,0.872976,0.8315950036048889,0.934002,0.9201620221138,0.9750920125673982,0.9722264002315271,0.9525977845953256,0.9851820682544578,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
FRANCISCAN HEALTH OLYMPIA & CHICAGO HEIGHTS,20201 S CRAWFORD AVENUE,OLYMPIA FIELDS,IL,60461,COOK,(708) 747-4000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Y,1,7.0,0.0,0.0,7.0,0.0,0.0,10.0,0.0,3.0,140172,0.887868,0.8769209980964661,0.907733,0.9073200225830078,0.872976,0.827763020992279,0.934002,0.9054139852523804,0.987670462384573,0.9995450452754365,0.9482082222103232,0.9693919127072322,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
PRESENCE MERCY MEDICAL CENTER,1325 N HIGHLAND AVENUE,AURORA,IL,60506,KANE,(630) 859-2222,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,5,6.0,0.0,0.0,7.0,0.0,0.0,9.0,0.0,0.0,140174,0.887868,0.876891016960144,0.907733,0.8853790163993835,0.872976,0.773826003074646,0.934002,0.8950849771499634,0.9876366948241676,0.9753738339350707,0.8864229979686108,0.9583330412032987,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
OSF LITTLE COMPANY OF MARY MEDICAL CENTER,2800 W 95TH ST,EVERGREEN PARK,IL,60805,COOK,(708) 422-6200,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Y,2,6.0,1.0,0.0,7.0,1.0,0.0,10.0,0.0,4.0,140179,0.887868,0.8607119917869568,0.907733,0.9008870124816895,0.872976,0.8380410075187683,0.934002,0.9330360293388367,0.9694143631564115,0.9924581484662224,0.9599817263232533,0.9989657723846809,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER,2233 W DIVISION ST,CHICAGO,IL,60622,COOK,(312) 770-2000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,N,Y,3,5.0,0.0,0.0,7.0,1.0,0.0,10.0,0.0,3.0,140180,0.887868,0.876882016658783,0.907733,0.8992679715156555,0.872976,0.8562840223312378,0.934002,0.9205620288848877,0.9876265578428133,0.9906745392264636,0.9808792250087491,0.9856103401115712,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
SOUTH SHORE HOSPITAL,8012 SOUTH CRANDON AVENUE,CHICAGO,IL,60617,COOK,(773) 356-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,N,1,2.0,0.0,0.0,4.0,0.0,1.0,4.0,0.0,1.0,140181,0.887868,0.8742327837351045,0.907733,0.8794762468776209,0.872976,0.7936109900474548,0.934002,0.9013019800186157,0.984642743893354,0.9688710742890486,0.909086836347683,0.9649893469378178,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
